420.107	600.1581792	576.6588943	1041.899504	540.3560653	2449.839567	410.4725523	0.037620396	0.042957307	0.047562289	0.101647115	0.124117923	0.041117154
420.314	565.1935534	579.7292255	1081.063729	518.5043225	2327.183636	473.4725523	0.035428669	0.043186027	0.04935012	0.097536554	0.117903721	0.047427883
420.52	539.2287567	536.799217	1010.22716	496.6518635	2292.526043	417.4725523	0.033801088	0.039988023	0.046116459	0.093425858	0.116147839	0.041818346
420.726	564.26396	559.8692084	1076.390592	520.7994046	2303.86845	423.4725523	0.035370398	0.041706586	0.049136793	0.097968285	0.116722487	0.042419368
420.932	504.2991633	517.9391999	983.5540236	465.9469456	2251.210857	387.4725523	0.031611557	0.038583075	0.044898842	0.087649915	0.114054659	0.038813238
421.139	461.3345374	508.0095311	940.7182485	410.0952028	2078.554926	384.4725523	0.028918356	0.03784338	0.042943406	0.077143567	0.105307272	0.038512727
421.345	494.3697407	485.0795225	940.8816801	440.2427438	2055.897333	419.4725523	0.030989139	0.036135245	0.042950866	0.082814662	0.104159354	0.042018687
421.551	423.404944	452.149514	885.0451117	409.3902848	2009.23974	355.4725523	0.026540773	0.033682175	0.04040195	0.077010964	0.101795508	0.035607788
421.757	448.4401473	475.2195055	917.2085432	406.5378259	2011.582147	351.4725523	0.028110083	0.035400738	0.041870197	0.076474384	0.101914183	0.035207107
421.963	422.4753506	439.2894969	858.3719748	372.6853669	1939.924554	377.4725523	0.026482502	0.032724188	0.039184332	0.070106352	0.098283745	0.037811535
422.17	423.5107247	444.3598281	873.5361998	387.8336241	1918.268623	316.4725523	0.026547403	0.033101894	0.039876573	0.072955911	0.097186575	0.031701147
422.376	392.545928	445.4298196	780.6996313	369.9811651	1819.61103	345.4725523	0.024606402	0.033181602	0.035638621	0.069597661	0.092188217	0.034606086
422.582	424.5811313	430.499811	795.8630629	355.1287061	1885.953437	315.4725523	0.026614501	0.032069414	0.036330825	0.066803745	0.095549369	0.031600977
422.788	406.6163346	397.5698025	732.0264945	342.2762472	1813.295843	333.4725523	0.025488393	0.029616344	0.033416712	0.064386051	0.091868266	0.033404042
422.995	427.6517088	373.6401337	779.1907194	365.4245044	1781.639913	304.4725523	0.026806977	0.027833741	0.03556974	0.068740501	0.09026446	0.030499104
423.201	337.686912	361.7101252	741.354151	295.5720454	1664.982319	309.4725523	0.021167612	0.026945033	0.033842516	0.05560046	0.084354155	0.030999955
423.407	373.7221153	372.7801166	731.5175826	324.7195864	1733.324726	282.4725523	0.023426447	0.027769675	0.03339348	0.061083444	0.087816634	0.028295357
423.613	331.7573186	312.8501081	653.6810142	265.8671275	1636.667133	284.4725523	0.02079592	0.023305282	0.029840273	0.050012627	0.082919603	0.028495698
423.82	372.7926928	370.9204393	689.8452391	294.0153847	1638.011202	240.4725523	0.023368187	0.027631141	0.031491155	0.055307634	0.082987699	0.024088205
424.026	336.8278961	337.9904308	693.0086707	285.1629257	1608.353609	267.4725523	0.021113765	0.025178071	0.031635564	0.053642386	0.081485136	0.026792803
424.232	341.8630993	347.0604222	670.1721023	288.3104667	1483.696016	242.4725523	0.021429393	0.025853726	0.030593084	0.054234475	0.075169522	0.024288546
424.438	335.8983026	321.1304137	629.3355339	265.4580077	1522.038423	255.4725523	0.021055494	0.023922111	0.028728911	0.049935667	0.07711209	0.02559076
424.645	355.9336768	336.2007449	648.4997588	288.606265	1513.382492	264.4725523	0.022311395	0.025044752	0.029603751	0.054290118	0.076673548	0.026492292
424.851	306.9688801	296.2707364	618.6631904	260.753806	1462.724899	282.4725523	0.019242079	0.022070228	0.028241723	0.049050754	0.074107047	0.028295357
425.057	298.0040834	321.3407278	608.826622	264.901347	1432.067306	227.4725523	0.018680128	0.023937778	0.027792688	0.049830953	0.07255382	0.022785991
425.263	260.0392866	290.4107193	600.9900535	211.048888	1410.409713	260.4725523	0.016300338	0.021633695	0.027434952	0.039700694	0.071456567	0.026091611
425.469	295.0744899	263.4807107	583.1534851	230.196429	1326.75212	223.4725523	0.018496489	0.019627586	0.02662072	0.043302564	0.067218164	0.02238531
425.676	252.1098641	261.5510419	532.3177101	221.3446863	1297.096189	244.4725523	0.015803289	0.019483838	0.024300087	0.04163745	0.065715685	0.024488886
425.882	265.1450674	255.6210334	509.4811416	213.4922273	1292.438596	206.4725523	0.016620389	0.019042091	0.023257607	0.040160314	0.065479714	0.020682415
426.088	257.1802707	232.6910249	493.6445732	205.6397683	1266.781003	211.4725523	0.016121123	0.017333956	0.022534674	0.038683177	0.064179806	0.021183267
426.294	258.2154739	241.7610163	488.8080048	186.7873093	1251.12341	177.4725523	0.016186014	0.018009611	0.022313887	0.035136815	0.063386534	0.017777477
426.501	237.2508481	230.8313475	487.9722297	178.9355666	1222.467479	219.4725523	0.014871864	0.017195422	0.022275734	0.033659813	0.061934719	0.021984629
426.707	265.2860514	240.901339	504.1356613	198.0831076	1227.809886	181.4725523	0.016629227	0.017945571	0.023013588	0.037261683	0.062205385	0.018178158
426.913	206.3212547	190.9713304	434.2990929	139.2306486	1185.152293	183.4725523	0.012933069	0.014226112	0.019825577	0.026190867	0.060044194	0.018378499
427.119	230.356458	218.0413219	463.4625245	195.3781896	1138.4947	181.4725523	0.014439695	0.016242649	0.021156876	0.036752857	0.057680348	0.018178158
427.326	208.3918321	177.1116531	455.6267494	157.5264469	1118.838769	202.4725523	0.013062862	0.013193657	0.020799176	0.029632514	0.056684505	0.020281734
427.532	223.4270354	192.1816446	456.790181	178.6739879	1144.181176	135.4725523	0.01400533	0.014316273	0.020852286	0.033610607	0.057968445	0.013570325
427.738	199.4622387	195.251636	427.9536126	149.8215289	1093.523583	159.4725523	0.012503118	0.014544967	0.019535909	0.028183132	0.055401945	0.015974412
427.944	206.497442	229.3216275	403.1170441	166.9690699	1119.86599	149.4725523	0.012944113	0.017082958	0.018402129	0.031408779	0.056736548	0.014972709
428.15	193.5326453	198.3916189	404.2804757	162.1166109	1072.208396	163.4725523	0.012131426	0.014778875	0.018455239	0.030495976	0.054322039	0.016375093
428.357	224.5680194	242.4619502	418.4447007	179.2648682	1136.552466	143.4725523	0.014076852	0.018061826	0.019101831	0.033721758	0.057581947	0.014371687
